Type,Scope,Prefix,Tag,Subtag,Suppress-Script,Description,Macrolanguage,Added,Deprecated,Preferred-Value,Comments
language,,,,aoc,,Pemon,,7/29/2009,,,
language,,,,aod,,Andarum,,7/29/2009,,,
language,,,,aoe,,Angal Enen,,7/29/2009,,,
language,,,,aof,,Bragat,,7/29/2009,,,
language,,,,aog,,Angoram,,7/29/2009,,,
language,,,,aoh,,Arma,,7/29/2009,,,
language,,,,aoi,,Anindilyakwa,,7/29/2009,,,
language,,,,aoj,,Mufian,,7/29/2009,,,
language,,,,aok,,Arhö,,7/29/2009,,,
language,,,,aol,,Alor,,7/29/2009,,,
language,,,,aom,,Ömie,,7/29/2009,,,
language,,,,aon,,Bumbita Arapesh,,7/29/2009,,,
language,,,,aor,,Aore,,7/29/2009,,,
language,,,,aos,,Taikat,,7/29/2009,,,
language,,,,aot,,"Atong (India), A'tong",,7/29/2009,,,
language,,,,aou,,A'ou,,8/12/2012,,,
language,,,,aox,,Atorada,,7/29/2009,,,
language,,,,aoz,,Uab Meto,,7/29/2009,,,
language,collection,,,apa,,Apache languages,,10/16/2005,,,
language,,,,apb,,Sa'a,,7/29/2009,,,
language,,,,apc,,North Levantine Arabic,ar,7/29/2009,,,
language,,,,apd,,Sudanese Arabic,ar,7/29/2009,,,
language,,,,ape,,Bukiyip,,7/29/2009,,,
language,,,,apf,,Pahanan Agta,,3/11/2010,,,
language,,,,apg,,Ampanang,,7/29/2009,,,
language,,,,aph,,Athpariya,,7/29/2009,,,
language,,,,api,,Apiaká,,7/29/2009,,,
language,,,,apj,,Jicarilla Apache,,7/29/2009,,,
language,,,,apk,,Kiowa Apache,,7/29/2009,,,
language,,,,apl,,Lipan Apache,,7/29/2009,,,
language,,,,apm,,Mescalero-Chiricahua Apache,,7/29/2009,,,
language,,,,apn,,Apinayé,,7/29/2009,,,
language,,,,apo,,Ambul,,7/29/2009,,,
language,,,,app,,Apma,,7/29/2009,,,
language,,,,apq,,A-Pucikwar,,7/29/2009,,,
language,,,,apr,,Arop-Lokep,,7/29/2009,,,
language,,,,aps,,Arop-Sissano,,7/29/2009,,,
language,,,,apt,,Apatani,,7/29/2009,,,
language,,,,apu,,Apurinã,,7/29/2009,,,
language,,,,apv,,Alapmunte,,7/29/2009,,,
language,,,,apw,,Western Apache,,7/29/2009,,,
language,,,,apx,,Aputai,,7/29/2009,,,
language,,,,apy,,Apalaí,,7/29/2009,,,
language,,,,apz,,Safeyoka,,7/29/2009,,,
language,collection,,,aqa,,Alacalufan languages,,7/29/2009,,,
language,,,,aqc,,Archi,,7/29/2009,,,
language,,,,aqd,,Ampari Dogon,,8/16/2011,,,
language,,,,aqg,,Arigidi,,7/29/2009,,,
language,collection,,,aql,,Algic languages,,7/29/2009,,,
language,,,,aqm,,Atohwaim,,7/29/2009,,,
language,,,,aqn,,Northern Alta,,7/29/2009,,,
language,,,,aqp,,Atakapa,,7/29/2009,,,
language,,,,aqr,,Arhâ,,7/29/2009,,,
language,,,,aqt,,Angaité,,2/28/2014,,,
language,,,,aqz,,Akuntsu,,3/11/2010,,,
language,,,,arb,,Standard Arabic,ar,7/29/2009,,,
language,,,,arc,,"Official Aramaic (700-300 BCE), Imperial Aramaic (700-300 BCE)",,10/16/2005,,,
language,,,,ard,,Arabana,,7/29/2009,,,
language,,,,are,,Western Arrarnta,,7/29/2009,,,
language,,,,arh,,Arhuaco,,7/29/2009,,,
language,,,,ari,,Arikara,,7/29/2009,,,
language,,,,arj,,Arapaso,,7/29/2009,,,
language,,,,ark,,Arikapú,,7/29/2009,,,
language,,,,arl,,Arabela,,7/29/2009,,,
language,,,,arn,,"Mapudungun, Mapuche",,10/16/2005,,,
language,,,,aro,,Araona,,7/29/2009,,,
language,,,,arp,,Arapaho,,10/16/2005,,,
language,,,,arq,,Algerian Arabic,ar,7/29/2009,,,
language,,,,arr,,Karo (Brazil),,7/29/2009,,,
language,,,,ars,,Najdi Arabic,ar,7/29/2009,,,
language,collection,,,art,,Artificial languages,,10/16/2005,,,
language,,,,aru,,"Aruá (Amazonas State), Arawá",,7/29/2009,,,
language,,,,arv,,Arbore,,7/29/2009,,,
language,,,,arw,,Arawak,,10/16/2005,,,
language,,,,arx,,Aruá (Rodonia State),,7/29/2009,,,
language,,,,ary,,Moroccan Arabic,ar,7/29/2009,,,
language,,,,arz,,Egyptian Arabic,ar,7/29/2009,,,
language,,,,asa,,Asu (Tanzania),,7/29/2009,,,
language,,,,asb,,Assiniboine,,7/29/2009,,,
language,,,,asc,,Casuarina Coast Asmat,,7/29/2009,,,
language,,,,asd,,Asas,,7/29/2009,,,
language,,,,ase,,American Sign Language,,7/29/2009,,,
language,,,,asf,,Australian Sign Language,,7/29/2009,,,
language,,,,asg,,Cishingini,,7/29/2009,,,
language,,,,ash,,Abishira,,7/29/2009,,,
language,,,,asi,,Buruwai,,7/29/2009,,,
language,,,,asj,,Sari,,7/29/2009,,,
language,,,,ask,,Ashkun,,7/29/2009,,,
language,,,,asl,,Asilulu,,7/29/2009,,,
language,,,,asn,,Xingú Asuriní,,7/29/2009,,,
language,,,,aso,,Dano,,7/29/2009,,,
language,,,,asp,,Algerian Sign Language,,7/29/2009,,,
language,,,,asq,,Austrian Sign Language,,7/29/2009,,,
language,,,,asr,,Asuri,,7/29/2009,,,
language,,,,ass,,Ipulo,,7/29/2009,,,
language,,,,ast,,"Asturian, Asturleonese, Bable, Leonese",,10/16/2005,,,
language,,,,asu,,Tocantins Asurini,,7/29/2009,,,
language,,,,asv,,Asoa,,7/29/2009,,,
language,,,,asw,,Australian Aborigines Sign Language,,7/29/2009,,,
language,,,,asx,,Muratayak,,7/29/2009,,,
language,,,,asy,,Yaosakor Asmat,,7/29/2009,,,
language,,,,asz,,As,,7/29/2009,,,
language,,,,ata,,Pele-Ata,,7/29/2009,,,
language,,,,atb,,Zaiwa,,7/29/2009,,,
language,,,,atc,,Atsahuaca,,7/29/2009,,,
language,,,,atd,,Ata Manobo,,7/29/2009,,,
language,,,,ate,,Atemble,,7/29/2009,,,
language,,,,atg,,Ivbie North-Okpela-Arhe,,7/29/2009,,,
language,collection,,,ath,,Athapascan languages,,10/16/2005,,,
language,,,,ati,,Attié,,7/29/2009,,,
language,,,,atj,,Atikamekw,,7/29/2009,,,
language,,,,atk,,Ati,,7/29/2009,,,
language,,,,atl,,Mt. Iraya Agta,,7/29/2009,,,
language,,,,atm,,Ata,,7/29/2009,,,
language,,,,atn,,Ashtiani,,7/29/2009,,,
language,,,,ato,,Atong (Cameroon),,7/29/2009,,,
language,,,,atp,,Pudtol Atta,,7/29/2009,,,
language,,,,atq,,Aralle-Tabulahan,,7/29/2009,,,
language,,,,atr,,Waimiri-Atroari,,7/29/2009,,,
language,,,,ats,,Gros Ventre,,7/29/2009,,,
language,,,,att,,Pamplona Atta,,7/29/2009,,,
language,,,,atu,,Reel,,7/29/2009,,,
language,,,,atv,,Northern Altai,,7/29/2009,,,
language,,,,atw,,Atsugewi,,7/29/2009,,,
language,,,,atx,,Arutani,,7/29/2009,,,
language,,,,aty,,Aneityum,,7/29/2009,,,
language,,,,atz,,Arta,,7/29/2009,,,
language,,,,aua,,Asumboa,,7/29/2009,,,
language,,,,aub,,Alugu,,7/29/2009,,,
language,,,,auc,,Waorani,,7/29/2009,,,
language,,,,aud,,Anuta,,7/29/2009,,,
language,,,,aue,,#ERROR!,,7/29/2009,2015-02-12,ktz,
language,collection,,,auf,,Arauan languages,,7/29/2009,,,
language,,,,aug,,Aguna,,7/29/2009,,,
language,,,,auh,,Aushi,,7/29/2009,,,
language,,,,aui,,Anuki,,7/29/2009,,,
language,,,,auj,,Awjilah,,7/29/2009,,,
language,,,,auk,,Heyo,,7/29/2009,,,
language,,,,aul,,Aulua,,7/29/2009,,,
language,,,,aum,,Asu (Nigeria),,7/29/2009,,,
language,,,,aun,,Molmo One,,7/29/2009,,,
language,,,,auo,,Auyokawa,,7/29/2009,,,
language,,,,aup,,Makayam,,7/29/2009,,,
language,,,,auq,,"Anus, Korur",,7/29/2009,,,
language,,,,aur,,Aruek,,7/29/2009,,,
language,collection,,,aus,,Australian languages,,10/16/2005,,,
language,,,,aut,,Austral,,7/29/2009,,,
language,,,,auu,,Auye,,7/29/2009,,,
language,,,,auw,,Awyi,,7/29/2009,,,
language,,,,aux,,Aurá,,7/29/2009,,,
language,,,,auy,,Awiyaana,,7/29/2009,,,
language,,,,auz,,Uzbeki Arabic,ar,7/29/2009,,,
language,,,,avb,,Avau,,7/29/2009,,,
language,,,,avd,,Alviri-Vidari,,7/29/2009,,,
language,,,,avi,,Avikam,,7/29/2009,,,
language,,,,avk,,Kotava,,7/29/2009,,,
language,,,,avl,,Eastern Egyptian Bedawi Arabic,ar,7/29/2009,,,
language,,,,avm,,Angkamuthi,,8/12/2012,,,
language,,,,avn,,Avatime,,7/29/2009,,,
language,,,,avo,,Agavotaguerra,,7/29/2009,,,
language,,,,avs,,Aushiri,,7/29/2009,,,
language,,,,avt,,Au,,7/29/2009,,,
language,,,,avu,,Avokaya,,7/29/2009,,,
language,,,,avv,,Avá-Canoeiro,,7/29/2009,,,
language,,,,awa,,Awadhi,,10/16/2005,,,
language,,,,awb,,Awa (Papua New Guinea),,7/29/2009,,,
language,,,,awc,,Cicipu,,7/29/2009,,,
language,collection,,,awd,,Arawakan languages,,7/29/2009,,,
language,,,,awe,,Awetí,,7/29/2009,,,
language,,,,awg,,Anguthimri,,8/12/2012,,,
language,,,,awh,,Awbono,,7/29/2009,,,
language,,,,awi,,Aekyom,,7/29/2009,,,
language,,,,awk,,Awabakal,,7/29/2009,,,
language,,,,awm,,Arawum,,7/29/2009,,,
language,,,,awn,,Awngi,,7/29/2009,,,
language,,,,awo,,Awak,,7/29/2009,,,
language,,,,awr,,Awera,,7/29/2009,,,
language,,,,aws,,South Awyu,,7/29/2009,,,
language,,,,awt,,Araweté,,7/29/2009,,,
language,,,,awu,,Central Awyu,,7/29/2009,,,
language,,,,awv,,Jair Awyu,,7/29/2009,,,
language,,,,aww,,Awun,,7/29/2009,,,
language,,,,awx,,Awara,,7/29/2009,,,
language,,,,awy,,Edera Awyu,,7/29/2009,,,
language,,,,axb,,Abipon,,7/29/2009,,,
language,,,,axe,,Ayerrerenge,,8/12/2012,,,
language,,,,axg,,Mato Grosso Arára,,7/29/2009,,,
language,,,,axk,,Yaka (Central African Republic),,7/29/2009,,,
language,,,,axl,,Lower Southern Aranda,,9/10/2013,,,
language,,,,axm,,Middle Armenian,,7/29/2009,,,
language,,,,axx,,Xârâgurè,,7/29/2009,,,
language,,,,aya,,Awar,,7/29/2009,,,
language,,,,ayb,,Ayizo Gbe,,7/29/2009,,,
language,,,,ayc,,Southern Aymara,ay,7/29/2009,,,
language,,,,ayd,,Ayabadhu,,7/29/2009,,,
language,,,,aye,,Ayere,,7/29/2009,,,
language,,,,ayg,,Ginyanga,,7/29/2009,,,
language,,,,ayh,,Hadrami Arabic,ar,7/29/2009,,,
language,,,,ayi,,Leyigha,,7/29/2009,,,
language,,,,ayk,,Akuku,,7/29/2009,,,
language,,,,ayl,,Libyan Arabic,ar,7/29/2009,,,
language,,,,ayn,,Sanaani Arabic,ar,7/29/2009,,,
language,,,,ayo,,Ayoreo,,7/29/2009,,,
language,,,,ayp,,North Mesopotamian Arabic,ar,7/29/2009,,,
language,,,,ayq,,Ayi (Papua New Guinea),,7/29/2009,,,
language,,,,ayr,,Central Aymara,ay,7/29/2009,,,
language,,,,ays,,Sorsogon Ayta,,7/29/2009,,,
language,,,,ayt,,Magbukun Ayta,,7/29/2009,,,
language,,,,ayu,,Ayu,,7/29/2009,,,
language,,,,ayx,,Ayi (China),,7/29/2009,2011-08-16,nun,
language,,,,ayy,,Tayabas Ayta,,7/29/2009,,,
language,,,,ayz,,Mai Brat,,7/29/2009,,,
language,,,,aza,,Azha,,7/29/2009,,,
language,,,,azb,,South Azerbaijani,az,7/29/2009,,,
language,collection,,,azc,,Uto-Aztecan languages,,7/29/2009,,,
language,,,,azd,,Eastern Durango Nahuatl,,8/12/2012,,,
language,,,,azg,,San Pedro Amuzgos Amuzgo,,7/29/2009,,,
language,,,,azj,,North Azerbaijani,az,7/29/2009,,,
language,,,,azm,,Ipalapa Amuzgo,,7/29/2009,,,
language,,,,azn,,Western Durango Nahuatl,,8/12/2012,,,
language,,,,azo,,Awing,,7/29/2009,,,
language,,,,azt,,Faire Atta,,7/29/2009,,,
language,,,,azz,,Highland Puebla Nahuatl,,7/29/2009,,,
language,,,,baa,,Babatana,,7/29/2009,,,
language,,,,bab,,Bainouk-Gunyuño,,7/29/2009,,,
language,,,,bac,,Badui,,7/29/2009,,,
language,collection,,,bad,,Banda languages,,10/16/2005,,,
language,,,,bae,,Baré,,7/29/2009,,,
language,,,,baf,,Nubaca,,7/29/2009,,,
language,,,,bag,,Tuki,,7/29/2009,,,
language,,,,bah,,Bahamas Creole English,,7/29/2009,,,
language,collection,,,bai,,Bamileke languages,,10/16/2005,,,
language,,,,baj,,Barakai,,7/29/2009,,,
language,macrolanguage,,,bal,,Baluchi,,10/16/2005,,,
language,,,,ban,,Balinese,,10/16/2005,,,
language,,,,bao,,Waimaha,,7/29/2009,,,
language,,,,bap,,Bantawa,,7/29/2009,,,
language,,,,bar,,Bavarian,,7/29/2009,,,
language,,,,bas,,Basa (Cameroon),,10/16/2005,,,
language,collection,,,bat,,Baltic languages,,10/16/2005,,,
language,,,,bau,,Bada (Nigeria),,7/29/2009,,,
language,,,,bav,,Vengo,,7/29/2009,,,
language,,,,baw,,Bambili-Bambui,,7/29/2009,,,
language,,,,bax,,Bamun,,7/29/2009,,,
language,,,,bay,,Batuley,,7/29/2009,,,
language,,,,baz,,Tunen,,7/29/2009,2012-08-12,,"see nvo, tvu"
language,,,,bba,,Baatonum,,7/29/2009,,,
language,,,,bbb,,Barai,,7/29/2009,,,
language,,,,bbc,,Batak Toba,,7/29/2009,,,
language,,,,bbd,,Bau,,7/29/2009,,,
language,,,,bbe,,Bangba,,7/29/2009,,,
language,,,,bbf,,Baibai,,7/29/2009,,,
language,,,,bbg,,Barama,,7/29/2009,,,
language,,,,bbh,,Bugan,,7/29/2009,,,
language,,,,bbi,,Barombi,,7/29/2009,,,
language,,,,bbj,,Ghomálá',,7/29/2009,,,
language,,,,bbk,,Babanki,,7/29/2009,,,
language,,,,bbl,,Bats,,7/29/2009,,,
language,,,,bbm,,Babango,,7/29/2009,,,
language,,,,bbn,,Uneapa,,7/29/2009,,,
language,,,,bbo,,"Northern Bobo Madaré, Konabéré",,7/29/2009,,,
language,,,,bbp,,West Central Banda,,7/29/2009,,,
language,,,,bbq,,Bamali,,7/29/2009,,,
language,,,,bbr,,Girawa,,7/29/2009,,,
language,,,,bbs,,Bakpinka,,7/29/2009,,,
language,,,,bbt,,Mburku,,7/29/2009,,,
language,,,,bbu,,Kulung (Nigeria),,7/29/2009,,,
language,,,,bbv,,Karnai,,7/29/2009,,,
language,,,,bbw,,Baba,,7/29/2009,,,
language,,,,bbx,,Bubia,,7/29/2009,,,
language,,,,bby,,Befang,,7/29/2009,,,
language,,,,bbz,,Babalia Creole Arabic,ar,7/29/2009,,,
language,,,,bca,,Central Bai,,7/29/2009,,,
language,,,,bcb,,Bainouk-Samik,,7/29/2009,,,
language,,,,bcc,,Southern Balochi,bal,7/29/2009,,,
language,,,,bcd,,North Babar,,7/29/2009,,,
language,,,,bce,,Bamenyam,,7/29/2009,,,
language,,,,bcf,,Bamu,,7/29/2009,,,
language,,,,bcg,,Baga Pokur,,7/29/2009,,,
language,,,,bch,,Bariai,,7/29/2009,,,
language,,,,bci,,Baoulé,,7/29/2009,,,
language,,,,bcj,,Bardi,,7/29/2009,,,
language,,,,bck,,Bunaba,,7/29/2009,,,
language,,,,bcl,,Central Bikol,bik,7/29/2009,,,
language,,,,bcm,,Bannoni,,7/29/2009,,,
language,,,,bcn,,Bali (Nigeria),,7/29/2009,,,
language,,,,bco,,Kaluli,,7/29/2009,,,
language,,,,bcp,,Bali (Democratic Republic of Congo),,7/29/2009,,,
language,,,,bcq,,Bench,,7/29/2009,,,
language,,,,bcr,,Babine,,7/29/2009,,,
language,,,,bcs,,Kohumono,,7/29/2009,,,
language,,,,bct,,Bendi,,7/29/2009,,,
language,,,,bcu,,Awad Bing,,7/29/2009,,,
language,,,,bcv,,Shoo-Minda-Nye,,7/29/2009,,,
language,,,,bcw,,Bana,,7/29/2009,,,
language,,,,bcy,,Bacama,,7/29/2009,,,
language,,,,bcz,,Bainouk-Gunyaamolo,,7/29/2009,,,
language,,,,bda,,Bayot,,7/29/2009,,,
language,,,,bdb,,Basap,,7/29/2009,,,
language,,,,bdc,,Emberá-Baudó,,7/29/2009,,,
language,,,,bdd,,Bunama,,7/29/2009,,,
language,,,,bde,,Bade,,7/29/2009,,,
language,,,,bdf,,Biage,,3/11/2010,,,
language,,,,bdg,,Bonggi,,7/29/2009,,,
language,,,,bdh,,Baka (Sudan),,7/29/2009,,,
language,,,,bdi,,Burun,,7/29/2009,,,
language,,,,bdj,,Bai,,7/29/2009,,,
language,,,,bdk,,Budukh,,7/29/2009,,,
language,,,,bdl,,Indonesian Bajau,,7/29/2009,,,
language,,,,bdm,,Buduma,,7/29/2009,,,
language,,,,bdn,,Baldemu,,7/29/2009,,,
language,,,,bdo,,Morom,,7/29/2009,,,
language,,,,bdp,,Bende,,7/29/2009,,,
language,,,,bdq,,Bahnar,,7/29/2009,,,
language,,,,bdr,,West Coast Bajau,,7/29/2009,,,
language,,,,bds,,Burunge,,7/29/2009,,,
language,,,,bdt,,Bokoto,gba,7/29/2009,,,
language,,,,bdu,,Oroko,,7/29/2009,,,
language,,,,bdv,,Bodo Parja,,7/29/2009,,,
language,,,,bdw,,Baham,,7/29/2009,,,
language,,,,bdx,,Budong-Budong,,7/29/2009,,,
language,,,,bdy,,Bandjalang,,7/29/2009,,,
language,,,,bdz,,Badeshi,,7/29/2009,,,
language,,,,bea,,Beaver,,7/29/2009,,,
language,,,,beb,,Bebele,,7/29/2009,,,
language,,,,bec,,Iceve-Maci,,7/29/2009,,,
language,,,,bed,,Bedoanas,,7/29/2009,,,
language,,,,bee,,Byangsi,,7/29/2009,,,
language,,,,bef,,Benabena,,7/29/2009,,,
language,,,,beg,,Belait,,7/29/2009,,,
language,,,,beh,,Biali,,7/29/2009,,,
language,,,,bei,,Bekati',,7/29/2009,,,
language,,,,bej,,"Beja, Bedawiyet",,10/16/2005,,,
language,,,,bek,,Bebeli,,7/29/2009,,,
language,,,,bem,,Bemba (Zambia),,10/16/2005,,,
language,,,,beo,,Beami,,7/29/2009,,,
language,,,,bep,,Besoa,,7/29/2009,,,
language,,,,beq,,Beembe,,7/29/2009,,,
language,collection,,,ber,,Berber languages,,10/16/2005,,,
language,,,,bes,,Besme,,7/29/2009,,,
language,,,,bet,,Guiberoua Béte,,7/29/2009,,,
language,,,,beu,,Blagar,,7/29/2009,,,
language,,,,bev,,Daloa Bété,,7/29/2009,,,
language,,,,bew,,Betawi,,7/29/2009,,,
language,,,,bex,,Jur Modo,,7/29/2009,,,
language,,,,bey,,Beli (Papua New Guinea),,7/29/2009,,,
language,,,,bez,,Bena (Tanzania),,7/29/2009,,,
language,,,,bfa,,Bari,,7/29/2009,,,
language,,,,bfb,,Pauri Bareli,,7/29/2009,,,
language,,,,bfc,,"Panyi Bai, Northern Bai",,7/29/2009,,,
language,,,,bfd,,Bafut,,7/29/2009,,,
language,,,,bfe,,"Betaf, Tena",,7/29/2009,,,
language,,,,bff,,Bofi,,7/29/2009,,,
language,,,,bfg,,Busang Kayan,,7/29/2009,,,
language,,,,bfh,,Blafe,,7/29/2009,,,
language,,,,bfi,,British Sign Language,,7/29/2009,,,
language,,,,bfj,,Bafanji,,7/29/2009,,,
language,,,,bfk,,Ban Khor Sign Language,,7/29/2009,,,
language,,,,bfl,,Banda-Ndélé,,7/29/2009,,,
language,,,,bfm,,Mmen,,7/29/2009,,,
language,,,,bfn,,Bunak,,7/29/2009,,,
language,,,,bfo,,Malba Birifor,,7/29/2009,,,
language,,,,bfp,,Beba,,7/29/2009,,,
language,,,,bfq,,Badaga,,7/29/2009,,,
language,,,,bfr,,Bazigar,,7/29/2009,,,
language,,,,bfs,,Southern Bai,,7/29/2009,,,
language,,,,bft,,Balti,,7/29/2009,,,
language,,,,bfu,,Gahri,,7/29/2009,,,
language,,,,bfw,,Bondo,,7/29/2009,,,
language,,,,bfx,,Bantayanon,,3/11/2010,,,
language,,,,bfy,,Bagheli,,7/29/2009,,,
language,,,,bfz,,Mahasu Pahari,,7/29/2009,,,
language,,,,bga,,Gwamhi-Wuri,,7/29/2009,,,
language,,,,bgb,,Bobongko,,7/29/2009,,,
language,,,,bgc,,Haryanvi,,7/29/2009,,,
language,,,,bgd,,Rathwi Bareli,,7/29/2009,,,
language,,,,bge,,Bauria,,7/29/2009,,,
language,,,,bgf,,Bangandu,,7/29/2009,,,
language,,,,bgg,,Bugun,,7/29/2009,,,
language,,,,bgi,,Giangan,,7/29/2009,,,
language,,,,bgj,,Bangolan,,7/29/2009,,,
language,,,,bgk,,"Bit, Buxinhua",,7/29/2009,,,
language,,,,bgl,,Bo (Laos),,7/29/2009,,,
language,,,,bgm,,Baga Mboteni,,7/29/2009,2016-05-30,bcg,
language,,,,bgn,,Western Balochi,bal,7/29/2009,,,
language,,,,bgo,,Baga Koga,,7/29/2009,,,
language,,,,bgp,,Eastern Balochi,bal,7/29/2009,,,
language,,,,bgq,,Bagri,raj,7/29/2009,,,
language,,,,bgr,,Bawm Chin,,7/29/2009,,,
language,,,,bgs,,Tagabawa,,7/29/2009,,,
language,,,,bgt,,Bughotu,,7/29/2009,,,
language,,,,bgu,,Mbongno,,7/29/2009,,,
language,,,,bgv,,Warkay-Bipim,,7/29/2009,,,
language,,,,bgw,,Bhatri,,7/29/2009,,,
language,,,,bgx,,Balkan Gagauz Turkish,,7/29/2009,,,
language,,,,bgy,,Benggoi,,7/29/2009,,,
language,,,,bgz,,Banggai,,7/29/2009,,,
language,,,,bha,,Bharia,,7/29/2009,,,
language,,,,bhb,,Bhili,,7/29/2009,,,
language,,,,bhc,,Biga,,7/29/2009,,,
language,,,,bhd,,Bhadrawahi,,7/29/2009,,,
language,,,,bhe,,Bhaya,,7/29/2009,,,
language,,,,bhf,,Odiai,,7/29/2009,,,
language,,,,bhg,,Binandere,,7/29/2009,,,
language,,,,bhh,,Bukharic,,7/29/2009,,,
language,,,,bhi,,Bhilali,,7/29/2009,,,
language,,,,bhj,,Bahing,,7/29/2009,,,
language,,,,bhk,,Albay Bicolano,bik,7/29/2009,2010-03-11,,"see fbl, lbl, rbl, ubl"
language,,,,bhl,,Bimin,,7/29/2009,,,
language,,,,bhm,,Bathari,,7/29/2009,,,
language,,,,bhn,,Bohtan Neo-Aramaic,,7/29/2009,,,
language,,,,bho,,Bhojpuri,,10/16/2005,,,
language,,,,bhp,,Bima,,7/29/2009,,,
language,,,,bhq,,Tukang Besi South,,7/29/2009,,,
language,,,,bhr,,Bara Malagasy,mg,7/29/2009,,,
language,,,,bhs,,Buwal,,7/29/2009,,,
language,,,,bht,,Bhattiyali,,7/29/2009,,,
language,,,,bhu,,Bhunjia,,7/29/2009,,,
language,,,,bhv,,Bahau,,7/29/2009,,,
language,,,,bhw,,Biak,,7/29/2009,,,
language,,,,bhx,,Bhalay,,7/29/2009,,,
language,,,,bhy,,Bhele,,7/29/2009,,,
language,,,,bhz,,Bada (Indonesia),,7/29/2009,,,
language,,,,bia,,Badimaya,,7/29/2009,,,
language,,,,bib,,"Bissa, Bisa",,7/29/2009,,,
language,,,,bic,,Bikaru,,7/29/2009,,,
language,,,,bid,,Bidiyo,,7/29/2009,,,
language,,,,bie,,Bepour,,7/29/2009,,,
language,,,,bif,,Biafada,,7/29/2009,,,
language,,,,big,,Biangai,,7/29/2009,,,
language,,,,bij,,Vaghat-Ya-Bijim-Legeri,,7/29/2009,,,
language,macrolanguage,,,bik,,Bikol,,10/16/2005,,,
language,,,,bil,,Bile,,7/29/2009,,,
language,,,,bim,,Bimoba,,7/29/2009,,,
language,,,,bin,,"Bini, Edo",,10/16/2005,,,
language,,,,bio,,Nai,,7/29/2009,,,
language,,,,bip,,Bila,,7/29/2009,,,
language,,,,biq,,Bipi,,7/29/2009,,,
language,,,,bir,,Bisorio,,7/29/2009,,,
language,,,,bit,,Berinomo,,7/29/2009,,,
language,,,,biu,,Biete,,7/29/2009,,,
language,,,,biv,,Southern Birifor,,7/29/2009,,,
language,,,,biw,,Kol (Cameroon),,7/29/2009,,,
language,,,,bix,,Bijori,,7/29/2009,,,
language,,,,biy,,Birhor,,7/29/2009,,,
language,,,,biz,,Baloi,,7/29/2009,,,
language,,,,bja,,Budza,,7/29/2009,,,
language,,,,bjb,,Banggarla,,7/29/2009,,,
language,,,,bjc,,Bariji,,7/29/2009,,,
language,,,,bjd,,Bandjigali,,7/29/2009,2012-08-12,drl,
language,,,,bje,,Biao-Jiao Mien,,7/29/2009,,,
language,,,,bjf,,Barzani Jewish Neo-Aramaic,,7/29/2009,,,
language,,,,bjg,,Bidyogo,,7/29/2009,,,
language,,,,bjh,,Bahinemo,,7/29/2009,,,
language,,,,bji,,Burji,,7/29/2009,,,
language,,,,bjj,,Kanauji,,7/29/2009,,,
language,,,,bjk,,Barok,,7/29/2009,,,
language,,,,bjl,,Bulu (Papua New Guinea),,7/29/2009,,,
language,,,,bjm,,Bajelani,,7/29/2009,,,
language,,,,bjn,,Banjar,ms,7/29/2009,,,
language,,,,bjo,,Mid-Southern Banda,,7/29/2009,,,
language,,,,bjp,,Fanamaket,,9/10/2013,,,
language,,,,bjq,,Southern Betsimisaraka Malagasy,mg,7/29/2009,2011-08-16,,"see bzc, tkg"
language,,,,bjr,,Binumarien,,7/29/2009,,,
language,,,,bjs,,Bajan,,7/29/2009,,,
language,,,,bjt,,Balanta-Ganja,,7/29/2009,,,
language,,,,bju,,Busuu,,7/29/2009,,,
language,,,,bjv,,Bedjond,,7/29/2009,,,
language,,,,bjw,,Bakwé,,7/29/2009,,,
language,,,,bjx,,Banao Itneg,,7/29/2009,,,
language,,,,bjy,,Bayali,,7/29/2009,,,
language,,,,bjz,,Baruga,,7/29/2009,,,
language,,,,bka,,Kyak,,7/29/2009,,,
language,,,,bkb,,Finallig,,7/29/2009,2010-03-11,,"see ebk, obk"
language,,,,bkc,,Baka (Cameroon),,7/29/2009,,,
language,,,,bkd,,"Binukid, Talaandig",,7/29/2009,,,
language,,,,bkf,,Beeke,,7/29/2009,,,
language,,,,bkg,,Buraka,,7/29/2009,,,
language,,,,bkh,,Bakoko,,7/29/2009,,,
language,,,,bki,,Baki,,7/29/2009,,,
language,,,,bkj,,Pande,,7/29/2009,,,
language,,,,bkk,,Brokskat,,7/29/2009,,,
language,,,,bkl,,Berik,,7/29/2009,,,
language,,,,bkm,,Kom (Cameroon),,7/29/2009,,,
language,,,,bkn,,Bukitan,,7/29/2009,,,
language,,,,bko,,Kwa',,7/29/2009,,,
language,,,,bkp,,Boko (Democratic Republic of Congo),,7/29/2009,,,
language,,,,bkq,,Bakairí,,7/29/2009,,,
language,,,,bkr,,Bakumpai,,7/29/2009,,,
language,,,,bks,,Northern Sorsoganon,,7/29/2009,,,
language,,,,bkt,,Boloki,,7/29/2009,,,
language,,,,bku,,Buhid,,7/29/2009,,,
language,,,,bkv,,Bekwarra,,7/29/2009,,,
language,,,,bkw,,Bekwel,,7/29/2009,,,
language,,,,bkx,,Baikeno,,7/29/2009,,,
language,,,,bky,,Bokyi,,7/29/2009,,,
language,,,,bkz,,Bungku,,7/29/2009,,,
language,,,,bla,,Siksika,,10/16/2005,,,
language,,,,blb,,Bilua,,7/29/2009,,,
