a	b	c	d		e	f	g
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sinanpaşa	1626	Küçükhüyük	101332	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sinanpaşa	1626	Nuh	101333	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sinanpaşa	1626	Savran	101334	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sinanpaşa	1626	Sinanpaşa	101335	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sinanpaşa	1626	Taşoluk	101336	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sinanpaşa	1626	Tınaztepe	101337	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sinanpaşa	1626	Tokuşlar	101338	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_U%C5%9Fak_Province	Sivaslı	1629	Ağaçbeyli	101339	/wiki/U%C5%9Fak_Province	Uşak Province	TR334
/wiki/List_of_municipalities_in_U%C5%9Fak_Province	Sivaslı	1629	Tatar	101340	/wiki/U%C5%9Fak_Province	Uşak Province	TR334
/wiki/List_of_municipalities_in_U%C5%9Fak_Province	Sivaslı	1629	Yayalar	101341	/wiki/U%C5%9Fak_Province	Uşak Province	TR334
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Siverek	1630	Gürakar	101342	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Siverek	1630	Kapıkaya	101343	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Siverek	1630	Siverek	101344	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Sivrice	1631	Sivrice	101345	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Eski%C5%9Fehir_Province	Sivrihisar	1632	Kaymaz	101346	/wiki/Eski%C5%9Fehir_Province	Eskişehir Province	TR412
/wiki/List_of_municipalities_in_Eski%C5%9Fehir_Province	Sivrihisar	1632	Nasrettinhoca	101347	/wiki/Eski%C5%9Fehir_Province	Eskişehir Province	TR412
/wiki/List_of_municipalities_in_Eski%C5%9Fehir_Province	Sivrihisar	1632	Sivrihisar	101348	/wiki/Eski%C5%9Fehir_Province	Eskişehir Province	TR412
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Solhan	1633	Arakonak	101349	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Solhan	1633	Solhan	101350	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_Manisa_Province	Soma	1634	Avdan	101351	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Soma	1634	Cenkyeri	101352	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Soma	1634	Soma	101353	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Soma	1634	Turgutalp	101354	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Soma	1634	Yağcılı	101355	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Ahmetfakılı	101356	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Araplı	101357	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Bahadın	101358	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Belencumafakılı	101359	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Çiğdemli	101360	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Doğankent	101361	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Eymir	101362	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Gedikhasanlı	101363	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Gülşehri	101364	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Karakız	101365	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Sorgun	1635	Sorgun	101366	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Bilecik_Province	Söğüt	1636	Çaltı	101367	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Bilecik_Province	Söğüt	1636	Küre	101368	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Bilecik_Province	Söğüt	1636	Söğüt	101369	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Söke	1637	Atburgazı	101370	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Söke	1637	Bağarası	101371	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Söke	1637	Güllübahçe	101372	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Söke	1637	Sarıkemer	101373	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Söke	1637	Savuca	101374	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Söke	1637	Sazlı	101375	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Söke	1637	Söke	101376	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Söke	1637	Yenidoğan	101377	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Sulakyurt	1638	Güzelyurt	101378	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Sulakyurt	1638	Hamzalı	101379	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Sulakyurt	1638	Sulakyurt	101380	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sultandağı	1639	Dereçine	101381	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sultandağı	1639	Karapınar	101382	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sultandağı	1639	Kırca	101383	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sultandağı	1639	Sultandağı	101384	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sultandağı	1639	Yakasinek	101385	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Sultandağı	1639	Yeşilçiftlik	101386	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Sultanhisar	1640	Atça	101387	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Sultanhisar	1640	Salavatlı	101388	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Sultanhisar	1640	Sultanhisar	101389	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Amasya_Province	Suluova	1641	Eraslan	101390	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Suluova	1641	Suluova	101391	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_%C3%87orum_Province	Sungurlu	1642	Arifegazili	101392	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Sungurlu	1642	Demirşeyh	101393	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Sungurlu	1642	Kaledere	101394	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Sungurlu	1642	Kavşut	101395	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Sungurlu	1642	Sungurlu	101396	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Sungurlu	1642	Tuğlu	101397	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Sungurlu	1642	Yörüklü	101398	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Suruç	1643	Onbirnisan	101399	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Suruç	1643	Suruç	101400	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Susurluk	1644	Göbel	101401	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Susurluk	1644	Karapürçek	101402	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Susurluk	1644	Susurluk	101403	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Kars_Province	Susuz	1645	Susuz	101404	/wiki/Kars_Province	Kars Province	TRA22
/wiki/List_of_municipalities_in_Sivas_Province	Suşehri	1646	Çataloluk	101405	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Suşehri	1646	Suşehri	101406	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Trabzon_Province	Sürmene	1647	Çamburnu	101407	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Sürmene	1647	Ormanseven	101408	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Sürmene	1647	Oylum	101409	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Sürmene	1647	Sürmene	101410	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Sürmene	1647	Yeniay	101411	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Isparta_Province	Sütçüler	1648	Ayvalıpınar	101412	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Sütçüler	1648	Kasımlar	101413	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Sütçüler	1648	Kesme	101414	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Sütçüler	1648	Sütçüler	101415	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_%C3%87ank%C4%B1r%C4%B1_Province	Şabanözü	1649	Şabanözü	101416	/wiki/%C3%87ank%C4%B1r%C4%B1_Province	Çankırı Province	TR822
/wiki/List_of_municipalities_in_Sivas_Province	Şarkışla	1650	Akçakışla	101417	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Şarkışla	1650	Cemel	101418	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Şarkışla	1650	Gürçayır	101419	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Şarkışla	1650	Kızılcakışla	101420	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Şarkışla	1650	Şarkışla	101421	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Isparta_Province	Şarkikaraağaç	1651	Çarıksaraylar	101422	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Şarkikaraağaç	1651	Çiçekpınar	101423	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Şarkikaraağaç	1651	Göksöğüt	101424	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Şarkikaraağaç	1651	Şarkikaraağaç	101425	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Tekirda%C4%9F_Province	Şarköy	1652	Hoşköy	101426	/wiki/Tekirda%C4%9F_Province	Tekirdağ Province	TR211
/wiki/List_of_municipalities_in_Tekirda%C4%9F_Province	Şarköy	1652	Mürefte	101427	/wiki/Tekirda%C4%9F_Province	Tekirdağ Province	TR211
/wiki/List_of_municipalities_in_Tekirda%C4%9F_Province	Şarköy	1652	Şarköy	101428	/wiki/Tekirda%C4%9F_Province	Tekirdağ Province	TR211
/wiki/List_of_municipalities_in_Artvin_Province	Şavşat	1653	Meydancık	101429	/wiki/Artvin_Province	Artvin Province	TR905
/wiki/List_of_municipalities_in_Artvin_Province	Şavşat	1653	Şavşat	101430	/wiki/Artvin_Province	Artvin Province	TR905
/wiki/List_of_municipalities_in_Giresun_Province	Şebinkarahisar	1654	Şebinkarahisar	101431	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Yozgat_Province	Şefaatli	1655	Kuzayca	101432	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Şefaatli	1655	Paşaköy	101433	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Şefaatli	1655	Sarıkent	101434	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Şefaatli	1655	Şefaatli	101435	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Hakkari_Province	Şemdinli	1656	Derecik	101436	/wiki/Hakkari_Province	Hakkari Province	TRB24
/wiki/List_of_municipalities_in_Hakkari_Province	Şemdinli	1656	Şemdinli	101437	/wiki/Hakkari_Province	Hakkari Province	TRB24
/wiki/List_of_municipalities_in_Erzurum_Province	Şenkaya	1657	Paşalı	101438	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	Şenkaya	1657	Şenkaya	101439	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Şile	1659	Ağva	101440	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Şile	1659	Şile	101441	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Şiran	1660	Şiran	101442	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Şiran	1660	Yeşilbük	101443	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_Siirt_Province	Şirvan	1662	Şirvan	101444	/wiki/Siirt_Province	Siirt Province	TRC34
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Şişli	1663	Şişli	101445	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Şuhut	1664	Atlıhisar	101446	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Şuhut	1664	Balçıkhisar	101447	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Şuhut	1664	Efe	101448	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Şuhut	1664	Karaadilli	101449	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Şuhut	1664	Karacaören	101450	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Şuhut	1664	Kayabelen	101451	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Şuhut	1664	Şuhut	101452	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Kastamonu_Province	Taşköprü	1666	Taşköprü	101453	/wiki/Kastamonu_Province	Kastamonu Province	TR821
/wiki/List_of_municipalities_in_A%C4%9Fr%C4%B1_Province	Taşlıçay	1667	Taşlıçay	101454	/wiki/A%C4%9Fr%C4%B1_Province	Ağrı Province	TRA21
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Akınoğlu	101455	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Alpaslan	101456	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Ballıdere	101457	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Belevi	101458	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Çaydibi	101459	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Destek	101460	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Esençay	101461	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Özbaraklı	101462	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Amasya_Province	Taşova	1668	Uluköy	101463	/wiki/Amasya_Province	Amasya Province	TR834
/wiki/List_of_municipalities_in_Bitlis_Province	Tatvan	1669	Tatvan	101464	/wiki/Bitlis_Province	Bitlis Province	TRB23
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Baharlar	101465	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Çağırgan	101466	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Garipköy	101467	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Karahisar	101468	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Kızılca	101469	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Kızılcabölük	101470	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Nikfer	101471	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Pınarlar	101472	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Solmaz	101473	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Tavas	101474	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Tavas	1670	Ulukent	101475	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Tavşanlı	1671	Aliköy	101476	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Tavşanlı	1671	Balıköy	101477	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Tavşanlı	1671	Çukurköy	101478	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Tavşanlı	1671	Gürağaç	101479	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Tavşanlı	1671	Kuruçay	101480	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Tavşanlı	1671	Tavşanlı	101481	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Tavşanlı	1671	Tepecik	101482	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Tavşanlı	1671	Tunçbilek	101483	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_Burdur_Province	Tefenni	1672	Beyköy	101484	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Tefenni	1672	Hasanpaşa	101485	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Tefenni	1672	Tefenni	101486	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Erzurum_Province	Tekman	1674	Tekman	101487	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzincan_Province	Tercan	1675	Altunkent	101488	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Tercan	1675	Çadırkaya	101489	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Tercan	1675	Mercan	101490	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Tercan	1675	Tercan	101491	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Ambartepe	101492	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Bazlamaç	101493	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Evci	101494	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Gölyazı	101495	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Hüseyinmescit	101496	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Kocaman	101497	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Kozluk	101498	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Sakarlı	101499	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Söğütlü	101500	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Terme	1676	Terme	101501	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Tire	1677	Gökçen	101502	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Tire	1677	Tire	101503	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Giresun_Province	Tirebolu	1678	Tirebolu	101504	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Kayseri_Province	Tomarza	1680	Dadaloğlu	101505	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Tomarza	1680	Emiruşağı	101506	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Tomarza	1680	Tomarza	101507	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Trabzon_Province	Tonya	1681	İskenderli	101508	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Tonya	1681	Tonya	101509	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Torbalı	1682	Ayrancılar	101510	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Torbalı	1682	Çaybaşı	101511	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Torbalı	1682	Karakuyu	101512	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Torbalı	1682	Pancar	101513	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Torbalı	1682	Subaşı	101514	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Torbalı	1682	Torbalı	101515	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Torbalı	1682	Yazıbaşı	101516	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Erzurum_Province	Tortum	1683	Bağbaşı	101517	/wiki/Erzurum_Province	Erzurum Province	TRA11
